騎手,粒度,条件,n,勝利数,複勝内数,勝率,複勝率,単勝回収率,信頼できる母数
内田博,場×距離帯×馬場,中山/芝/中距離(1801-2200),12,1,3,0.0833,0.25,0.9917,False
川須,脚質,追込,12,1,3,0.0833,0.25,0.9917,False
田辺,脚質,差し,121,8,25,0.0661,0.2066,0.9909,False
横山琉,距離帯,中距離(1801-2200),43,3,7,0.0698,0.1628,0.9884,False
斎藤,場,小倉,57,6,13,0.1053,0.2281,0.9877,False
Cデム,脚質×距離帯,先行/マイル(1401-1800),8,2,2,0.25,0.25,0.9875,False
荻野極,距離帯,マイル(1401-1800),164,15,49,0.0915,0.2988,0.9872,True
池添,枠番,中枠(3-6),151,12,30,0.0795,0.1987,0.9841,True
佐々木,場,小倉,44,6,14,0.1364,0.3182,0.9841,False
池添,場,京都,91,7,21,0.0769,0.2308,0.9835,False
三浦,距離帯,マイル(1401-1800),155,12,46,0.0774,0.2968,0.9826,True
大野,脚質,差し,176,8,38,0.0455,0.2159,0.9824,False
松本,脚質,先行,51,8,11,0.1569,0.2157,0.9824,False
横山武,場×距離帯×馬場,東京/芝/マイル(1401-1800),42,3,9,0.0714,0.2143,0.981,False
津村,場,中山,150,11,35,0.0733,0.2333,0.9807,True
池添,場×距離帯×馬場,中京/芝/中距離(1801-2200),5,1,2,0.2,0.4,0.98,False
横山典,場×距離帯×馬場,福島/芝/短距離(~1400),5,1,2,0.2,0.4,0.98,False
和田陽,枠番,外枠(7-8),5,1,1,0.2,0.2,0.98,False
横山武,脚質,先行,170,26,61,0.1529,0.3588,0.9782,True
丸山,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),18,2,7,0.1111,0.3889,0.9778,False
荻野極,脚質×距離帯,逃げ/マイル(1401-1800),9,1,3,0.1111,0.3333,0.9778,False
幸,脚質,差し,177,7,26,0.0395,0.1469,0.9774,False
荻野極,距離帯,長距離(2201~),31,4,9,0.129,0.2903,0.9774,False
富田,場,小倉,31,2,7,0.0645,0.2258,0.9774,False
岩田康,脚質×距離帯,差し/中距離(1801-2200),38,4,11,0.1053,0.2895,0.9763,False
国分恭,脚質,先行,52,3,10,0.0577,0.1923,0.975,False
吉村,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),16,2,3,0.125,0.1875,0.975,False
戸崎圭,場,福島,48,13,26,0.2708,0.5417,0.9729,True
斎藤,距離帯,マイル(1401-1800),161,13,35,0.0807,0.2174,0.9727,True
川田,場×距離帯×馬場,阪神/ダ/短距離(~1400),18,5,10,0.2778,0.5556,0.9722,False
古川吉,場×距離帯×馬場,札幌/芝/中距離(1801-2200),7,1,3,0.1429,0.4286,0.9714,False
酒井,枠番,中枠(3-6),153,4,12,0.0261,0.0784,0.9706,False
田山,距離帯,マイル(1401-1800),26,3,7,0.1154,0.2692,0.9692,False
松岡,場×距離帯×馬場,中山/芝/短距離(~1400),13,1,2,0.0769,0.1538,0.9692,False
☆吉村,脚質×距離帯,先行/短距離(~1400),13,2,3,0.1538,0.2308,0.9692,False
レーン,脚質×距離帯,差し/短距離(~1400),13,3,6,0.2308,0.4615,0.9692,False
横山武,場×距離帯×馬場,中山/芝/中距離(1801-2200),28,5,8,0.1786,0.2857,0.9679,False
団野,場×距離帯×馬場,京都/芝/マイル(1401-1800),37,4,13,0.1081,0.3514,0.9676,False
田口,脚質×距離帯,先行/マイル(1401-1800),45,3,7,0.0667,0.1556,0.9667,False
斎藤,場×距離帯×馬場,札幌/ダ/マイル(1401-1800),12,1,2,0.0833,0.1667,0.9667,False
北村友,脚質×距離帯,差し/短距離(~1400),59,5,10,0.0847,0.1695,0.9661,False
丹内,距離帯,短距離(~1400),206,21,54,0.1019,0.2621,0.9655,True
荻野極,場×距離帯×馬場,中山/ダ/短距離(~1400),19,2,5,0.1053,0.2632,0.9632,False
黛,枠番,外枠(7-8),46,2,8,0.0435,0.1739,0.963,False
荻野極,枠番,外枠(7-8),138,16,47,0.1159,0.3406,0.9609,True
松本,脚質×距離帯,先行/長距離(2201~),5,1,1,0.2,0.2,0.96,False
伴,場,新潟,5,1,1,0.2,0.2,0.96,False
伴,場×距離帯×馬場,新潟/障/長距離(2201~),5,1,1,0.2,0.2,0.96,False
石橋脩,場×距離帯×馬場,新潟/ダ/短距離(~1400),5,1,1,0.2,0.2,0.96,False
坂井,枠番,外枠(7-8),124,26,50,0.2097,0.4032,0.9597,True
菊沢,場,福島,94,8,20,0.0851,0.2128,0.9585,False
木幡巧,場×距離帯×馬場,東京/ダ/中距離(1801-2200),12,1,1,0.0833,0.0833,0.9583,False
佐々木,場×距離帯×馬場,中山/芝/マイル(1401-1800),41,4,10,0.0976,0.2439,0.9561,False
武豊,場×距離帯×馬場,中京/ダ/短距離(~1400),9,1,3,0.1111,0.3333,0.9556,False
田山,場,小倉,22,2,6,0.0909,0.2727,0.9545,False
坂井,場×距離帯×馬場,中京/ダ/マイル(1401-1800),11,3,8,0.2727,0.7273,0.9545,False
鮫島駿,場×距離帯×馬場,京都/ダ/マイル(1401-1800),13,2,6,0.1538,0.4615,0.9538,False
レーン,場×距離帯×馬場,東京/芝/マイル(1401-1800),28,7,13,0.25,0.4643,0.9536,False
菊沢,距離帯,長距離(2201~),27,3,5,0.1111,0.1852,0.9519,False
古川吉,枠番,中枠(3-6),157,13,32,0.0828,0.2038,0.9516,True
キング,距離帯,マイル(1401-1800),49,11,18,0.2245,0.3673,0.951,True
横山典,場×距離帯×馬場,東京/芝/短距離(~1400),8,1,1,0.125,0.125,0.95,False
坂井,脚質×距離帯,差し/マイル(1401-1800),68,10,22,0.1471,0.3235,0.9485,True
武藤,枠番,外枠(7-8),62,2,7,0.0323,0.1129,0.9484,False
池添,脚質×距離帯,先行/マイル(1401-1800),29,4,8,0.1379,0.2759,0.9483,False
川田,脚質×距離帯,先行/中距離(1801-2200),27,5,13,0.1852,0.4815,0.9481,False
坂井,場×距離帯×馬場,阪神/芝/マイル(1401-1800),27,4,9,0.1481,0.3333,0.9481,False
武藤,場,福島,40,3,5,0.075,0.125,0.945,False
松若,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),18,2,7,0.1111,0.3889,0.9444,False
横山武,場×距離帯×馬場,中山/芝/短距離(~1400),21,4,9,0.1905,0.4286,0.9429,False
古川奈,脚質×距離帯,先行/短距離(~1400),7,1,2,0.1429,0.2857,0.9429,False
▲石神道,場,中京,7,1,1,0.1429,0.1429,0.9429,False
バデル,場,札幌,7,1,1,0.1429,0.1429,0.9429,False
藤岡佑,場,京都,50,6,20,0.12,0.4,0.942,False
菅原明,場,新潟,22,3,9,0.1364,0.4091,0.9409,False
小沢,場,函館,32,3,7,0.0938,0.2188,0.9406,False
マーカ,距離帯,中距離(1801-2200),10,2,5,0.2,0.5,0.94,False
横山武,枠番,内枠(1-2),86,11,25,0.1279,0.2907,0.9395,True
横山武,場×距離帯×馬場,函館/芝/短距離(~1400),21,5,10,0.2381,0.4762,0.9381,False
藤岡佑,枠番,中枠(3-6),93,10,31,0.1075,0.3333,0.9355,True
ルメー,脚質×距離帯,先行/マイル(1401-1800),60,17,35,0.2833,0.5833,0.935,True
横山和,脚質×距離帯,先行/マイル(1401-1800),58,7,20,0.1207,0.3448,0.9345,False
川田,場×距離帯×馬場,阪神/芝/長距離(2201~),6,2,3,0.3333,0.5,0.9333,False
中井,場,中京,52,3,7,0.0577,0.1346,0.9327,False
田山,枠番,外枠(7-8),25,2,3,0.08,0.12,0.932,False
松山,場,阪神,143,20,52,0.1399,0.3636,0.9308,True
大野,距離帯,短距離(~1400),120,8,24,0.0667,0.2,0.9308,False
モレイ,場,阪神,13,3,5,0.2308,0.3846,0.9308,False
黛,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),7,1,2,0.1429,0.2857,0.9286,False
横山和,脚質,先行,120,18,43,0.15,0.3583,0.9275,True
嶋田,場,新潟,51,4,15,0.0784,0.2941,0.9275,False
和田陽,距離帯,短距離(~1400),11,2,5,0.1818,0.4545,0.9273,False
田辺,枠番,中枠(3-6),129,9,26,0.0698,0.2016,0.9271,False
小沢,脚質,差し,171,7,28,0.0409,0.1637,0.9269,False
太宰,脚質×距離帯,差し/短距離(~1400),30,1,2,0.0333,0.0667,0.9267,False
ルメー,場,東京,143,43,89,0.3007,0.6224,0.9266,True
大野,脚質×距離帯,差し/マイル(1401-1800),76,5,22,0.0658,0.2895,0.925,False
大野,枠番,外枠(7-8),96,6,22,0.0625,0.2292,0.924,False
杉原,距離帯,短距離(~1400),105,6,14,0.0571,0.1333,0.9238,False
マーカ,場×距離帯×馬場,中山/芝/マイル(1401-1800),9,2,6,0.2222,0.6667,0.9222,False
鮫島駿,場×距離帯×馬場,中京/芝/短距離(~1400),10,1,5,0.1,0.5,0.92,False
横山和,脚質×距離帯,逃げ/短距離(~1400),5,1,3,0.2,0.6,0.92,False
横山琉,脚質×距離帯,差し/マイル(1401-1800),51,3,7,0.0588,0.1373,0.9196,False
松山,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),21,2,8,0.0952,0.381,0.919,False
石川,場,福島,59,4,15,0.0678,0.2542,0.9169,False
ルメー,場×距離帯×馬場,京都/芝/中距離(1801-2200),6,1,1,0.1667,0.1667,0.9167,False
△田山,距離帯,マイル(1401-1800),6,1,2,0.1667,0.3333,0.9167,False
小崎,場,新潟,62,3,12,0.0484,0.1935,0.9145,False
坂井,場×距離帯×馬場,阪神/芝/短距離(~1400),16,2,5,0.125,0.3125,0.9125,False
石橋脩,脚質×距離帯,差し/中距離(1801-2200),17,1,5,0.0588,0.2941,0.9118,False
嶋田,場×距離帯×馬場,新潟/芝/短距離(~1400),23,3,9,0.1304,0.3913,0.9087,False
佐々木,脚質,差し,255,20,51,0.0784,0.2,0.9082,True
Cデム,場,阪神,15,3,8,0.2,0.5333,0.9067,False
原,距離帯,マイル(1401-1800),139,6,16,0.0432,0.1151,0.9036,False
横山典,距離帯,短距離(~1400),70,7,13,0.1,0.1857,0.9029,False
松山,距離帯,マイル(1401-1800),187,24,56,0.1283,0.2995,0.9027,True
池添,場×距離帯×馬場,京都/芝/長距離(2201~),6,1,3,0.1667,0.5,0.9,False
藤岡佑,場×距離帯×馬場,札幌/芝/マイル(1401-1800),6,2,4,0.3333,0.6667,0.9,False
横山典,場×距離帯×馬場,札幌/芝/短距離(~1400),6,1,2,0.1667,0.3333,0.9,False
幸,枠番,内枠(1-2),90,6,16,0.0667,0.1778,0.8956,False
丸田,距離帯,マイル(1401-1800),71,1,3,0.0141,0.0423,0.8944,False
藤岡佑,距離帯,短距離(~1400),68,5,22,0.0735,0.3235,0.8941,False
武豊,脚質×距離帯,差し/短距離(~1400),67,7,19,0.1045,0.2836,0.894,False
川田,場×距離帯×馬場,東京/芝/マイル(1401-1800),16,4,10,0.25,0.625,0.8938,False
岩田望,脚質×距離帯,差し/中距離(1801-2200),57,9,20,0.1579,0.3509,0.893,False
バデル,場,中京,13,3,5,0.2308,0.3846,0.8923,False
藤岡佑,脚質,差し,90,7,26,0.0778,0.2889,0.8922,False
津村,脚質×距離帯,差し/中距離(1801-2200),34,3,7,0.0882,0.2059,0.8912,False
菊沢,場,新潟,167,13,35,0.0778,0.2096,0.8898,True
松本,枠番,外枠(7-8),46,3,5,0.0652,0.1087,0.8891,False
ルメー,距離帯,マイル(1401-1800),163,43,87,0.2638,0.5337,0.889,True
西塚,場,新潟,25,2,6,0.08,0.24,0.888,False
荻野極,場×距離帯×馬場,中山/芝/短距離(~1400),8,1,2,0.125,0.25,0.8875,False
川田,脚質×距離帯,差し/マイル(1401-1800),63,17,43,0.2698,0.6825,0.8873,True
横山典,脚質×距離帯,先行/マイル(1401-1800),23,5,11,0.2174,0.4783,0.887,False
横山典,枠番,中枠(3-6),121,12,24,0.0992,0.1983,0.8868,True
丸山,場×距離帯×馬場,新潟/ダ/短距離(~1400),13,2,3,0.1538,0.2308,0.8846,False
松山,脚質,先行,174,26,61,0.1494,0.3506,0.8845,True
菅原明,場,中山,129,11,33,0.0853,0.2558,0.8845,True
吉田隼,場×距離帯×馬場,中京/芝/中距離(1801-2200),6,1,1,0.1667,0.1667,0.8833,False
モレイ,場×距離帯×馬場,中山/ダ/短距離(~1400),5,2,4,0.4,0.8,0.88,False
松山,脚質×距離帯,先行/中距離(1801-2200),28,5,11,0.1786,0.3929,0.8786,False
松本,距離帯,中距離(1801-2200),23,1,3,0.0435,0.1304,0.8783,False
戸崎圭,場×距離帯×馬場,中山/芝/中距離(1801-2200),36,9,19,0.25,0.5278,0.8778,False
団野,枠番,外枠(7-8),134,15,37,0.1119,0.2761,0.8776,True
横山武,場,東京,154,15,39,0.0974,0.2532,0.8753,True
コレッ,脚質,差し,20,2,5,0.1,0.25,0.875,False
田辺,脚質,追込,16,1,1,0.0625,0.0625,0.875,False
杉原,場×距離帯×馬場,東京/芝/マイル(1401-1800),12,2,3,0.1667,0.25,0.875,False
武豊,枠番,中枠(3-6),197,28,74,0.1421,0.3756,0.8741,True
西村淳,脚質×距離帯,先行/短距離(~1400),56,5,18,0.0893,0.3214,0.8732,False
鮫島駿,脚質×距離帯,先行/マイル(1401-1800),55,7,15,0.1273,0.2727,0.8709,False
田口,枠番,中枠(3-6),208,12,35,0.0577,0.1683,0.8707,True
レーン,距離帯,短距離(~1400),27,7,12,0.2593,0.4444,0.8704,False
黛,場,東京,10,1,2,0.1,0.2,0.87,False
幸,脚質,先行,141,13,32,0.0922,0.227,0.8695,True
☆横山琉,距離帯,マイル(1401-1800),13,1,3,0.0769,0.2308,0.8692,False
菱田,脚質×距離帯,先行/短距離(~1400),42,3,11,0.0714,0.2619,0.869,False
丸山,脚質×距離帯,先行/短距離(~1400),48,5,14,0.1042,0.2917,0.8688,False
小沢,場,新潟,48,2,10,0.0417,0.2083,0.8688,False
武豊,脚質×距離帯,差し/長距離(2201~),19,4,10,0.2105,0.5263,0.8684,False
キング,枠番,内枠(1-2),22,5,7,0.2273,0.3182,0.8682,False
内田博,距離帯,マイル(1401-1800),75,3,3,0.04,0.04,0.868,False
西村淳,脚質,差し,171,19,53,0.1111,0.3099,0.8673,True
ルメー,脚質×距離帯,差し/マイル(1401-1800),87,20,44,0.2299,0.5057,0.8667,True
松山,脚質,逃げ,12,3,3,0.25,0.25,0.8667,False
荻野琢,脚質×距離帯,先行/マイル(1401-1800),9,1,3,0.1111,0.3333,0.8667,False
吉村,距離帯,長距離(2201~),20,2,4,0.1,0.2,0.865,False
武豊,距離帯,中距離(1801-2200),72,7,24,0.0972,0.3333,0.8639,False
三浦,場×距離帯×馬場,新潟/芝/中距離(1801-2200),11,2,3,0.1818,0.2727,0.8636,False
古川吉,場×距離帯×馬場,阪神/ダ/短距離(~1400),16,2,4,0.125,0.25,0.8625,False
石橋脩,距離帯,短距離(~1400),86,7,15,0.0814,0.1744,0.8616,False
舟山,場,福島,13,1,4,0.0769,0.3077,0.8615,False
▲今村,距離帯,短距離(~1400),10,2,3,0.2,0.3,0.86,False
角田和,場×距離帯×馬場,福島/芝/短距離(~1400),10,1,3,0.1,0.3,0.86,False
斎藤,場×距離帯×馬場,福島/ダ/短距離(~1400),5,1,2,0.2,0.4,0.86,False
横山武,枠番,外枠(7-8),140,19,48,0.1357,0.3429,0.8593,True
松山,場,京都,118,16,40,0.1356,0.339,0.8593,True
坂井,場×距離帯×馬場,京都/ダ/マイル(1401-1800),12,4,5,0.3333,0.4167,0.8583,False
泉谷,場,小倉,12,2,2,0.1667,0.1667,0.8583,False
丸山,枠番,外枠(7-8),81,7,23,0.0864,0.284,0.858,False
戸崎圭,枠番,内枠(1-2),119,11,43,0.0924,0.3613,0.8571,True
▲鷲頭,枠番,外枠(7-8),7,1,1,0.1429,0.1429,0.8571,False
鮫島駿,場×距離帯×馬場,函館/芝/中距離(1801-2200),7,1,1,0.1429,0.1429,0.8571,False
▲小林美,脚質×距離帯,先行/マイル(1401-1800),7,1,1,0.1429,0.1429,0.8571,False
横山典,場,中山,48,6,13,0.125,0.2708,0.8562,False
☆田山,距離帯,マイル(1401-1800),13,2,5,0.1538,0.3846,0.8538,False
坂井,距離帯,マイル(1401-1800),157,27,52,0.172,0.3312,0.8535,True
石川,距離帯,マイル(1401-1800),131,8,21,0.0611,0.1603,0.8534,False
横山典,場,阪神,30,2,10,0.0667,0.3333,0.8533,False
佐々木,脚質×距離帯,差し/マイル(1401-1800),106,8,23,0.0755,0.217,0.8519,False
古川吉,距離帯,長距離(2201~),27,2,8,0.0741,0.2963,0.8519,False
津村,枠番,内枠(1-2),91,6,20,0.0659,0.2198,0.8516,False
戸崎圭,距離帯,マイル(1401-1800),221,26,80,0.1176,0.362,0.8507,True
岩田望,場×距離帯×馬場,阪神/芝/マイル(1401-1800),36,8,14,0.2222,0.3889,0.85,False
団野,場×距離帯×馬場,京都/芝/中距離(1801-2200),18,2,4,0.1111,0.2222,0.85,False
杉原,脚質,逃げ,14,1,3,0.0714,0.2143,0.85,False
浜中,場×距離帯×馬場,阪神/ダ/短距離(~1400),12,2,5,0.1667,0.4167,0.85,False
☆松本,脚質×距離帯,差し/短距離(~1400),8,1,3,0.125,0.375,0.85,False
武豊,脚質×距離帯,先行/長距離(2201~),6,2,3,0.3333,0.5,0.85,False
松本,場×距離帯×馬場,福島/ダ/マイル(1401-1800),6,1,2,0.1667,0.3333,0.85,False
西村淳,距離帯,中距離(1801-2200),71,8,20,0.1127,0.2817,0.8493,False
坂井,脚質×距離帯,先行/マイル(1401-1800),50,8,18,0.16,0.36,0.846,False
吉村,脚質×距離帯,差し/短距離(~1400),73,5,15,0.0685,0.2055,0.8452,False
舟山,場,小倉,9,1,2,0.1111,0.2222,0.8444,False
木幡巧,場,中山,106,1,15,0.0094,0.1415,0.8443,False
団野,場×距離帯×馬場,阪神/ダ/短距離(~1400),25,4,8,0.16,0.32,0.844,False
北村友,場×距離帯×馬場,阪神/ダ/短距離(~1400),25,2,6,0.08,0.24,0.844,False
鮫島駿,場,中京,44,7,16,0.1591,0.3636,0.8432,False
岩田康,場×距離帯×馬場,京都/芝/マイル(1401-1800),14,2,3,0.1429,0.2143,0.8429,False
戸崎圭,脚質×距離帯,逃げ/マイル(1401-1800),7,1,3,0.1429,0.4286,0.8429,False
長岡,距離帯,マイル(1401-1800),57,4,9,0.0702,0.1579,0.8421,False
松若,場×距離帯×馬場,京都/ダ/短距離(~1400),24,3,6,0.125,0.25,0.8417,False
津村,脚質,先行,173,17,41,0.0983,0.237,0.8405,True
柴田大,場×距離帯×馬場,福島/芝/中距離(1801-2200),5,1,1,0.2,0.2,0.84,False
角田和,脚質,差し,116,4,14,0.0345,0.1207,0.8397,False
杉原,距離帯,中距離(1801-2200),43,5,9,0.1163,0.2093,0.8395,False
吉田豊,距離帯,長距離(2201~),21,2,3,0.0952,0.1429,0.8381,False
津村,場,東京,163,11,28,0.0675,0.1718,0.8374,True
幸,場,小倉,47,3,9,0.0638,0.1915,0.8362,False
三浦,場,東京,142,11,41,0.0775,0.2887,0.8345,True
横山武,場×距離帯×馬場,中京/ダ/短距離(~1400),6,1,3,0.1667,0.5,0.8333,False
西村淳,場×距離帯×馬場,京都/ダ/中距離(1801-2200),6,1,1,0.1667,0.1667,0.8333,False
川田,脚質×距離帯,先行/長距離(2201~),6,2,3,0.3333,0.5,0.8333,False
田山,場,京都,20,1,4,0.05,0.2,0.83,False
シュタ,脚質,差し,35,2,7,0.0571,0.2,0.8286,False
鮫島駿,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),14,2,4,0.1429,0.2857,0.8286,False
レーン,枠番,外枠(7-8),33,6,10,0.1818,0.303,0.8273,False
内田博,脚質×距離帯,先行/短距離(~1400),22,3,5,0.1364,0.2273,0.8273,False
松山,場×距離帯×馬場,東京/ダ/短距離(~1400),11,2,5,0.1818,0.4545,0.8273,False
キング,場×距離帯×馬場,東京/芝/マイル(1401-1800),15,2,3,0.1333,0.2,0.8267,False
幸,場,東京,16,1,3,0.0625,0.1875,0.825,False
小沢,場×距離帯×馬場,函館/芝/マイル(1401-1800),8,1,3,0.125,0.375,0.825,False
西塚,脚質×距離帯,先行/マイル(1401-1800),36,3,8,0.0833,0.2222,0.8222,False
横山典,場×距離帯×馬場,東京/ダ/短距離(~1400),9,2,3,0.2222,0.3333,0.8222,False
ルメー,枠番,外枠(7-8),91,25,53,0.2747,0.5824,0.822,True
ハマー,場,京都,28,2,5,0.0714,0.1786,0.8214,False
☆吉村,距離帯,短距離(~1400),40,5,11,0.125,0.275,0.82,False
川田,場×距離帯×馬場,中京/芝/中距離(1801-2200),10,1,6,0.1,0.6,0.82,False
菅原明,場×距離帯×馬場,新潟/芝/中距離(1801-2200),5,1,3,0.2,0.6,0.82,False
団野,脚質×距離帯,差し/短距離(~1400),86,8,22,0.093,0.2558,0.8198,False
戸崎圭,場,中山,171,28,68,0.1637,0.3977,0.8187,True
幸,場,京都,92,8,14,0.087,0.1522,0.8185,False
吉田隼,距離帯,長距離(2201~),11,1,3,0.0909,0.2727,0.8182,False
佐々木,場×距離帯×馬場,東京/芝/長距離(2201~),12,3,4,0.25,0.3333,0.8167,False
藤岡佑,脚質×距離帯,先行/長距離(2201~),6,1,3,0.1667,0.5,0.8167,False
△柴田裕,枠番,外枠(7-8),6,1,2,0.1667,0.3333,0.8167,False
△舟山,場,新潟,6,1,2,0.1667,0.3333,0.8167,False
浜中,距離帯,中距離(1801-2200),53,3,13,0.0566,0.2453,0.8151,False
北村宏,距離帯,短距離(~1400),42,2,14,0.0476,0.3333,0.8143,False
松本,脚質×距離帯,先行/短距離(~1400),28,5,8,0.1786,0.2857,0.8143,False
坂井,場×距離帯×馬場,京都/芝/中距離(1801-2200),14,2,4,0.1429,0.2857,0.8143,False
西村淳,枠番,内枠(1-2),63,9,25,0.1429,0.3968,0.8127,False
丸山,場×距離帯×馬場,小倉/芝/マイル(1401-1800),8,1,3,0.125,0.375,0.8125,False
武豊,場,函館,50,7,22,0.14,0.44,0.812,False
古川奈,場,函館,9,1,2,0.1111,0.2222,0.8111,False
鮫島駿,脚質×距離帯,差し/マイル(1401-1800),75,7,21,0.0933,0.28,0.8093,False
高杉,距離帯,中距離(1801-2200),66,4,12,0.0606,0.1818,0.8091,False
ディー,脚質×距離帯,先行/短距離(~1400),11,2,6,0.1818,0.5455,0.8091,False
舟山,枠番,中枠(3-6),46,3,12,0.0652,0.2609,0.8065,False
横山武,距離帯,短距離(~1400),157,23,58,0.1465,0.3694,0.8064,True
松山,場×距離帯×馬場,中京/芝/中距離(1801-2200),16,5,6,0.3125,0.375,0.8063,False
荻野琢,脚質,差し,56,1,4,0.0179,0.0714,0.8054,False
亀田,場,阪神,27,2,5,0.0741,0.1852,0.8037,False
菅原明,距離帯,中距離(1801-2200),53,5,13,0.0943,0.2453,0.8019,False
三浦,枠番,中枠(3-6),201,17,59,0.0846,0.2935,0.8015,True
鮫島駿,枠番,内枠(1-2),95,11,22,0.1158,0.2316,0.8011,True
丹内,脚質,先行,227,22,68,0.0969,0.2996,0.8009,True
浜中,場,札幌,46,7,14,0.1522,0.3043,0.8,False
浜中,場,東京,25,3,5,0.12,0.2,0.8,False
田辺,場×距離帯×馬場,中山/ダ/短距離(~1400),17,2,4,0.1176,0.2353,0.8,False
丹内,場×距離帯×馬場,福島/ダ/マイル(1401-1800),12,2,3,0.1667,0.25,0.8,False
ルメー,場,中京,10,2,3,0.2,0.3,0.8,False
池添,場×距離帯×馬場,札幌/芝/マイル(1401-1800),10,2,3,0.2,0.3,0.8,False
岩田康,場×距離帯×馬場,中京/ダ/短距離(~1400),9,1,2,0.1111,0.2222,0.8,False
北村友,場×距離帯×馬場,中京/芝/マイル(1401-1800),8,1,3,0.125,0.375,0.8,False
西村淳,枠番,中枠(3-6),191,25,60,0.1309,0.3141,0.7984,True
池添,脚質,差し,154,10,29,0.0649,0.1883,0.7981,True
菊沢,枠番,中枠(3-6),253,15,50,0.0593,0.1976,0.7976,True
